person_id,name,entity_type,related_film_count,has_wikipedia_text,intro_chars,wikitext_chars,source_url
Q7441419,西恩·贝克,导演,1,True,232,42858,https://zh.wikipedia.org/wiki/%E8%A5%BF%E6%81%A9%C2%B7%E8%B2%9D%E5%85%8B
NAME:詹姆斯·努恩（）,詹姆斯·努恩（）,导演,1,False,0,0,
Q42574,詹姆斯·卡梅隆,导演,8,True,829,9134,https://zh.wikipedia.org/wiki/%E8%A9%B9%E5%A7%86%E6%96%AF%C2%B7%E5%8D%A1%E6%A2%85%E9%9A%86
Q433893,詹姆斯·曼高德,导演,3,True,134,3447,https://zh.wikipedia.org/wiki/%E8%A9%B9%E5%A7%86%E6%96%AF%C2%B7%E6%9B%BC%E9%AB%98%E5%BE%B7
Q2057920,詹姆斯·瓦特金斯,导演,1,True,164,1795,https://zh.wikipedia.org/wiki/%E8%A9%B9%E5%A7%86%E6%96%AF%C2%B7%E7%93%A6%E7%89%B9%E9%87%91%E6%96%AF
WP:许明行,许明行,导演,2,False,0,0,
Q5439920,费德·阿瓦雷兹,导演,1,True,126,3398,https://zh.wikipedia.org/wiki/%E8%B2%BB%E5%BE%B7%C2%B7%E9%98%BF%E7%93%A6%E9%9B%B7%E8%8C%B2
Q382389,贾克·欧迪亚,导演,1,True,99,3686,https://zh.wikipedia.org/wiki/%E8%B3%88%E5%85%8B%C2%B7%E6%AD%90%E8%BF%AA%E4%BA%9E
Q13014163,贾图隆·摩乔克,导演,1,True,127,12416,https://zh.wikipedia.org/wiki/%E8%B3%88%E5%9C%96%E9%9A%86%C2%B7%E6%91%A9%E5%96%AC%E5%85%8B
Q6317793,贾斯汀·克佐,导演,1,True,226,4466,https://zh.wikipedia.org/wiki/%E8%B3%88%E6%96%AF%E6%B1%80%C2%B7%E5%85%8B%E4%BD%90
Q1303706,贾斯汀·巴尔多尼,导演,1,True,103,2047,https://zh.wikipedia.org/wiki/%E8%B3%88%E6%96%AF%E6%B1%80%C2%B7%E5%B7%B4%E7%88%BE%E5%A4%9A%E5%B0%BC
NAME:贾斯汀·鲁特（）,贾斯汀·鲁特（）,导演,1,False,0,0,
Q461079,贾樟柯,导演,1,True,165,26376,https://zh.wikipedia.org/wiki/%E8%B4%BE%E6%A8%9F%E6%9F%AF
Q357183,赞美·哥勒-施拉,导演,1,True,141,3094,https://zh.wikipedia.org/wiki/%E8%B4%8A%E7%BE%8E%C2%B7%E5%93%A5%E5%8B%92-%E6%96%BD%E6%8B%89
WP:赵善浩,赵善浩,导演,1,False,0,0,
Q15905642,赵德胤,导演,1,True,109,20079,https://zh.wikipedia.org/wiki/%E8%B6%99%E5%BE%B7%E8%83%A4
Q11964475,达格·约翰·豪格鲁德,导演,1,True,120,8210,https://zh.wikipedia.org/wiki/%E8%BE%BE%E6%A0%BC%C2%B7%E7%BA%A6%E7%BF%B0%C2%B7%E8%B1%AA%E6%A0%BC%E9%B2%81%E5%BE%B7
Q104867022,达米安·里安,导演,1,True,100,13258,https://zh.wikipedia.org/wiki/%E9%81%94%E7%B1%B3%E5%AE%89%C2%B7%E9%87%8C%E5%AE%89
NAME:迈克尔·仔哥·霍尔,迈克尔·仔哥·霍尔,导演,1,False,0,0,
WP:迈克尔·洛克申,迈克尔·洛克申,导演,1,False,0,0,
Q349339,道格·李曼,导演,5,True,103,4258,https://zh.wikipedia.org/wiki/%E9%81%93%E6%A0%BC%C2%B7%E6%9D%8E%E6%9B%BC
Q3134110,邱礼涛,导演,2,True,573,18671,https://zh.wikipedia.org/wiki/%E9%82%B1%E7%A6%AE%E6%BF%A4
Q120784564,邵艺辉,导演,1,True,254,3448,https://zh.wikipedia.org/wiki/%E9%82%B5%E8%89%BA%E8%BE%89
Q74138,郑保瑞,导演,1,True,148,9270,https://zh.wikipedia.org/wiki/%E9%83%91%E4%BF%9D%E7%91%9E
Q6514075,郑李烁,导演,1,True,212,3224,https://zh.wikipedia.org/wiki/%E9%84%AD%E6%9D%8E%E7%88%8D
NAME:金世辉,金世辉,导演,1,False,0,0,
Q125874301,金兹·斯巴洛迪斯,导演,1,True,224,11483,https://zh.wikipedia.org/wiki/%E9%87%91%E8%8C%B2%C2%B7%E6%96%AF%E5%B7%B4%E6%B4%9B%E8%BF%AA%E6%96%AF
NAME:金圣翰,金圣翰,导演,1,False,0,0,
NAME:金德敏,金德敏,导演,1,False,0,0,
NAME:金成济,金成济,导演,1,False,0,0,
NAME:金熙珍,金熙珍,导演,1,False,0,0,
Q15903922,钟孟宏,导演,1,True,158,11845,https://zh.wikipedia.org/wiki/%E9%8D%BE%E5%AD%9F%E5%AE%8F
WP:闫非,闫非,导演,1,False,0,0,
Q60544833,阿迪尔·艾尔·阿比和毕拉尔·法拉,导演,1,True,204,8003,https://zh.wikipedia.org/wiki/%E9%98%BF%E8%BF%AA%E7%88%BE%C2%B7%E8%89%BE%E7%88%BE%C2%B7%E9%98%BF%E6%AF%94%E5%92%8C%E7%95%A2%E6%8B%89%E7%88%BE%C2%B7%E6%B3%95%E6%8B%89
Q28842152,阿里·阿巴西,导演,1,True,71,5034,https://zh.wikipedia.org/wiki/%E9%98%BF%E9%87%8C%C2%B7%E9%98%BF%E5%B7%B4%E8%A5%BF
WP:陆可,陆可,导演,1,False,0,0,
Q1856626,陆川 (导演),导演,1,True,39,15242,https://zh.wikipedia.org/wiki/%E9%99%86%E5%B7%9D_(%E5%AF%BC%E6%BC%94)
Q202597,陈凯歌,导演,1,True,73,8822,https://zh.wikipedia.org/wiki/%E9%99%88%E5%87%AF%E6%AD%8C
Q716064,陈可辛,导演,1,True,162,20542,https://zh.wikipedia.org/wiki/%E9%99%B3%E5%8F%AF%E8%BE%9B
Q15919819,陈咏燊,导演,2,True,50,15396,https://zh.wikipedia.org/wiki/%E9%99%B3%E8%A9%A0%E7%87%8A
Q703779,陈思诚,导演,1,True,281,14441,https://zh.wikipedia.org/wiki/%E9%99%88%E6%80%9D%E8%AF%9A
Q15951603,陈茂贤,导演,1,True,650,6800,https://zh.wikipedia.org/wiki/%E9%99%B3%E8%8C%82%E8%B3%A2
Q362824,陶德·菲利普斯,导演,4,True,314,4660,https://zh.wikipedia.org/wiki/%E9%99%B6%E5%BE%B7%C2%B7%E8%8F%B2%E5%88%A9%E6%99%AE%E6%96%AF
Q9072298,雪村,导演,1,True,48,3173,https://zh.wikipedia.org/wiki/%E9%9B%AA%E6%9D%91
Q56005,雷利·史考特,导演,8,True,217,10535,https://zh.wikipedia.org/wiki/%E9%9B%B7%E5%88%A9%C2%B7%E5%8F%B2%E8%80%83%E7%89%B9
Q318712,雷尼·哈林,导演,2,True,420,3824,https://zh.wikipedia.org/wiki/%E9%9B%B7%E5%B0%BC%C2%B7%E5%93%88%E6%9E%97
NAME:霍昕,霍昕,导演,1,False,0,0,
WP:霍穗强,霍穗强,导演,1,False,0,0,
Q18148710,韦斯·波尔,导演,1,True,157,3381,https://zh.wikipedia.org/wiki/%E9%9F%8B%E6%96%AF%C2%B7%E6%B3%A2%E7%88%BE
Q470841,韩寒,导演,1,True,160,48658,https://zh.wikipedia.org/wiki/%E9%9F%A9%E5%AF%92
NAME:韩洁瑶,韩洁瑶,导演,1,False,0,0,
WP:项河生,项河生,导演,1,False,0,0,
WP:项秋良,项秋良,导演,1,False,0,0,
Q716018,顾长卫,导演,1,True,54,3615,https://zh.wikipedia.org/wiki/%E9%A1%BE%E9%95%BF%E5%8D%AB
Q282033,马丁·坎贝尔,导演,2,True,141,4115,https://zh.wikipedia.org/wiki/%E9%A9%AC%E4%B8%81%C2%B7%E5%9D%8E%E8%B4%9D%E5%B0%94
Q41148,马丁·斯科塞斯,导演,8,True,703,35850,https://zh.wikipedia.org/wiki/%E9%A9%AC%E4%B8%81%C2%B7%E6%96%AF%E7%A7%91%E5%A1%9E%E6%96%AF
Q2593,马修·沃恩,导演,4,True,166,5588,https://zh.wikipedia.org/wiki/%E9%A9%AC%E4%BF%AE%C2%B7%E6%B2%83%E6%81%A9
Q471552,马克·沃特斯,导演,1,True,205,2192,https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%85%8B%C2%B7%E6%B2%83%E7%89%B9%E6%96%AF
NAME:马尔科姆·华盛顿（）,马尔科姆·华盛顿（）,导演,1,False,0,0,
Q6788348,马特·贝蒂内利-奥尔平,导演,1,True,131,1185,https://zh.wikipedia.org/wiki/%E9%A6%AC%E7%89%B9%C2%B7%E8%B2%9D%E8%92%82%E5%85%A7%E5%88%A9-%E5%A5%A7%E7%88%BE%E5%B9%B3
Q111692942,高子彬,导演,1,True,85,20043,https://zh.wikipedia.org/wiki/%E9%AB%98%E5%AD%90%E5%BD%AC
Q116226479,魏书钧,导演,1,True,82,4787,https://zh.wikipedia.org/wiki/%E9%AD%8F%E6%9B%B8%E9%88%9E
Q223687,魏斯·安德森,导演,3,True,144,14080,https://zh.wikipedia.org/wiki/%E9%AD%8F%E6%96%AF%C2%B7%E5%AE%89%E5%BE%B7%E6%A3%AE
Q175062,鲁伯特·桑德斯,导演,1,True,64,7022,https://zh.wikipedia.org/wiki/%E9%B2%81%E4%BC%AF%E7%89%B9%C2%B7%E6%A1%91%E5%BE%B7%E6%96%AF
Q4707232,麦兆辉,导演,1,True,81,7329,https://zh.wikipedia.org/wiki/%E9%BA%A5%E5%85%86%E8%BC%9D
Q19668417,麦可·弗拉纳根,导演,1,True,150,16133,https://zh.wikipedia.org/wiki/%E9%BA%A5%E5%8F%AF%C2%B7%E5%BC%97%E6%8B%89%E7%B4%8D%E6%A0%B9
Q28152753,麦可·格雷希,导演,1,True,72,5484,https://zh.wikipedia.org/wiki/%E9%BA%A5%E5%8F%AF%C2%B7%E6%A0%BC%E9%9B%B7%E5%B8%8C
Q132093969,麦启光,导演,1,True,36,1892,https://zh.wikipedia.org/wiki/%E9%BA%A5%E5%95%9F%E5%85%89
Q15920188,黄修平,导演,1,True,199,8075,https://zh.wikipedia.org/wiki/%E9%BB%83%E4%BF%AE%E5%B9%B3
Q5540807,黄嘉智 (导演),导演,1,True,129,6613,https://zh.wikipedia.org/wiki/%E9%BB%83%E5%98%89%E6%99%BA_(%E5%B0%8E%E6%BC%94)
Q8006,黑泽明,导演,1,True,198,15084,https://zh.wikipedia.org/wiki/%E9%BB%91%E6%BE%A4%E6%98%8E
IMDB:nm0009190,J·J·艾布拉姆斯,导演,2,False,0,0,
IMDB:nm0319659,丹·吉尔罗伊,导演,1,False,0,0,
IMDB:nm0000965,丹尼·博伊尔,导演,2,False,0,0,
IMDB:nm0002653,乔·约翰斯顿,导演,1,False,0,0,
IMDB:nm0001054,乔尔·科恩,导演,3,False,0,0,
IMDB:nm1218281,乔恩·沃茨,导演,3,False,0,0,
Q295964,乔恩·费儒,导演,2,False,0,0,
IMDB:nm0923736,乔斯·惠登,导演,2,False,0,0,
IMDB:nm0000184,乔治·卢卡斯,导演,4,False,0,0,
IMDB:nm1443502,乔登·皮尔,导演,1,False,0,0,
IMDB:nm0851930,亚伦·泰勒,导演,1,False,0,0,
IMDB:nm0001639,亚历士·普罗亚斯,导演,1,False,0,0,
IMDB:nm0327944,亚历杭德罗·冈萨雷斯·伊尼亚里图,导演,2,False,0,0,
IMDB:nm0570912,亚当·麦凯,导演,1,False,0,0,
IMDB:nm0001053,伊桑·科恩,导演,3,False,0,0,
IMDB:nm0000759,保罗·托马斯·安德森,导演,1,False,0,0,
IMDB:nm0339030,保罗·格林格拉斯,导演,1,False,0,0,
IMDB:nm0001060,克里斯·哥伦布,导演,3,False,0,0,
IMDB:nm0118333,克里斯·巴克,导演,1,False,0,0,
IMDB:nm0761498,克里斯·桑德斯,导演,1,False,0,0,
IMDB:nm0588087,克里斯·米勒,导演,1,False,0,0,
IMDB:nm0719208,克里斯·雷纳德,导演,1,False,0,0,
IMDB:nm0917188,克里斯·韦奇,导演,1,False,0,0,
IMDB:nm3453283,关家永,导演,1,False,0,0,
IMDB:nm0610831,加布里埃莱·穆奇诺,导演,1,False,0,0,
IMDB:nm0004303,加文·胡德,导演,1,False,0,0,
IMDB:nm0821432,卓·史达赫斯基,导演,2,False,0,0,
IMDB:nm0526199,卡提亚·兰德,导演,1,False,0,0,
IMDB:nm0757858,卡洛斯·沙尔丹哈,导演,1,False,0,0,
IMDB:nm0220600,史考特·德瑞森,导演,1,False,0,0,
IMDB:nm2588606,史蒂夫·麦奎因,导演,1,False,0,0,
IMDB:nm0154716,史蒂芬·切波斯基,导演,1,False,0,0,
IMDB:nm0868219,吉列尔莫·德尔托罗,导演,1,False,0,0,
IMDB:nm0000108,吕克·贝松,导演,2,False,0,0,
IMDB:nm0000601,哈罗德·雷米斯,导演,1,False,0,0,
IMDB:nm0942367,埃德加·赖特,导演,3,False,0,0,
IMDB:nm0169806,塔伊加·维迪提,导演,1,False,0,0,
IMDB:nm0532235,塞思·麦克法兰,导演,1,False,0,0,
IMDB:nm0751102,大卫·O·拉塞尔,导演,1,False,0,0,
IMDB:nm0946734,大卫·叶茨,导演,4,False,0,0,
IMDB:nm0798899,大卫·斯沃曼,导演,1,False,0,0,
IMDB:nm0619923,奥力佛·那卡契,导演,1,False,0,0,
IMDB:nm1349818,安娜·波顿,导演,1,False,0,0,
IMDB:nm0615592,安德斯·穆斯切蒂,导演,1,False,0,0,
IMDB:nm0011470,安德鲁·亚当森,导演,1,False,0,0,
IMDB:nm0004056,安德鲁·斯坦顿,导演,2,False,0,0,
IMDB:nm0449984,尔文·克许纳,导演,1,False,0,0,
IMDB:nm0001024,尼克·卡萨维茨,导演,1,False,0,0,
IMDB:nm0716347,尼古拉斯·温丁·雷芬,导演,1,False,0,0,
IMDB:nm1139726,尼尔·博格,导演,1,False,0,0,
IMDB:nm0088955,尼尔·布洛姆坎普,导演,1,False,0,0,
IMDB:nm0005222,山姆·曼德斯,导演,3,False,0,0,
IMDB:nm0525303,巴兹·雷曼,导演,1,False,0,0,
IMDB:nm0001469,巴瑞·李文森,导演,1,False,0,0,
IMDB:nm0001756,巴里·索南菲尔德,导演,1,False,0,0,
IMDB:nm0083348,布拉德·伯德,导演,2,False,0,0,
IMDB:nm0000361,布赖恩·拉塞尔·德·帕尔马,导演,1,False,0,0,
IMDB:nm0001741,布赖恩·辛格,导演,5,False,0,0,
IMDB:nm0711840,布雷特·拉特纳,导演,1,False,0,0,
IMDB:nm0001486,希德尼·鲁迈特,导演,1,False,0,0,
IMDB:nm0588340,弗兰克·米勒,导演,1,False,0,0,
IMDB:nm0001104,弗兰克·达拉邦特,导演,2,False,0,0,
IMDB:nm1349376,弗朗西斯·劳伦斯,导演,2,False,0,0,
IMDB:nm0001129,强纳森·德米,导演,1,False,0,0,
IMDB:nm0001837,彼得·威尔,导演,2,False,0,0,
IMDB:nm0709056,彼得·拉姆齐,导演,1,False,0,0,
IMDB:nm0001392,彼得·杰克逊,导演,6,False,0,0,
IMDB:nm0268380,彼得·法雷利,导演,1,False,0,0,
IMDB:nm0004716,戴伦·艾洛诺夫斯基,导演,2,False,0,0,
IMDB:nm0443411,托尼·凯耶,导演,1,False,0,0,
IMDB:nm0905154,拉娜·沃卓斯基,导演,3,False,0,0,
IMDB:nm0397174,拜伦·霍华德,导演,1,False,0,0,
IMDB:nm1783265,提姆·米勒,导演,1,False,0,0,
IMDB:nm0000040,斯坦利·库布里克,导演,4,False,0,0,
NAME:斯派克·琼斯,斯派克·琼斯,导演,1,False,0,0,
IMDB:nm0000255,本·阿弗莱克,导演,1,False,0,0,
IMDB:nm0881279,李·安克里奇,导演,5,False,0,0,
IMDB:nm1158544,杰瑞·布希,导演,1,False,0,0,
IMDB:nm0000436,柯蒂斯·汉森,导演,1,False,0,0,
IMDB:nm0275629,格勒恩·菲卡尔雅,导演,1,False,0,0,
IMDB:nm0001814,格斯·范桑特,导演,1,False,0,0,
IMDB:nm1950086,格蕾塔·葛韦格,导演,1,False,0,0,
IMDB:nm0609549,格雷格·莫托拉,导演,1,False,0,0,
IMDB:nm0000154,梅尔·吉布森,导演,2,False,0,0,
IMDB:nm0393799,汤姆·霍伯,导演,1,False,0,0,
IMDB:nm0000583,沃尔夫冈·彼得森,导演,1,False,0,0,
IMDB:nm0000948,沙恩·布莱克,导演,1,False,0,0,
IMDB:nm0849164,洛芙琳·坦丹,导演,1,False,0,0,
IMDB:nm0420941,派蒂·珍金斯,导演,1,False,0,0,
IMDB:nm0715636,派顿·瑞德,导演,1,False,0,0,
IMDB:nm1490123,温子仁,导演,1,False,0,0,
IMDB:nm0000416,特里·吉列姆,导演,2,False,0,0,
IMDB:nm0001402,特里·琼斯,导演,1,False,0,0,
IMDB:nm0366004,玛丽·哈伦,导演,1,False,0,0,
IMDB:nm1601644,珍妮佛·李,导演,1,False,0,0,
IMDB:nm0446819,理查德·凯利,导演,1,False,0,0,
IMDB:nm0193485,理查德·柯蒂斯,导演,1,False,0,0,
IMDB:nm0549658,理查德·马昆德,导演,1,False,0,0,
IMDB:nm3363032,瑞恩·库格勒,导演,1,False,0,0,
Q3384479,皮埃尔·科菲,导演,1,False,0,0,
IMDB:nm0230032,皮特·多克特,导演,3,False,0,0,
IMDB:nm0603628,皮耶·莫瑞尔,导演,1,False,0,0,
IMDB:nm0002657,盖瑞·罗斯,导演,1,False,0,0,
IMDB:nm1119880,科林·崔佛洛,导演,1,False,0,0,
IMDB:nm0684342,简·皮克瓦,导演,1,False,0,0,
IMDB:nm0327273,米歇·龚德里,导演,1,False,0,0,
IMDB:nm0001232,米洛斯·福曼,导演,1,False,0,0,
IMDB:nm2676052,约瑟夫·柯金斯基,导演,2,False,0,0,
IMDB:nm0000814,约翰·艾维森,导演,1,False,0,0,
IMDB:nm0720135,约翰·里夸,导演,1,False,0,0,
IMDB:nm0005124,约翰·雷斯特,导演,2,False,0,0,
IMDB:nm0828970,约翰·韦恩·史蒂文森,导演,1,False,0,0,
IMDB:nm0001532,约翰‧麦提南,导演,1,False,0,0,
IMDB:nm0421776,维基·詹森,导演,1,False,0,0,
IMDB:nm0551128,罗伯·马歇尔,导演,1,False,0,0,
IMDB:nm0001675,罗伯特·罗德里格兹,导演,1,False,0,0,
IMDB:nm0000386,罗兰·埃梅里希,导演,1,False,0,0,
IMDB:nm0215455,罗尼·卡门,导演,1,False,0,0,
IMDB:nm0591450,罗布·明科夫,导演,1,False,0,0,
IMDB:nm0745247,罗德尼·罗斯曼,导演,1,False,0,0,
IMDB:nm0000591,罗曼·波兰斯基,导演,1,False,0,0,
IMDB:nm0021249,罗杰·阿勒斯,导演,1,False,0,0,
IMDB:nm0000905,罗贝托·贝尼尼,导演,1,False,0,0,
IMDB:nm0000576,肖恩·潘,导演,1,False,0,0,
Q55294,肯尼思·布拉纳,导演,1,False,0,0,
IMDB:nm0865918,艾力克·多伦达诺,导演,1,False,0,0,
IMDB:nm0001880,艾德·兹威克,导演,1,False,0,0,
IMDB:nm0905152,莉莉·沃卓斯基,导演,3,False,0,0,
IMDB:nm0878763,莫腾·泰杜姆,导演,1,False,0,0,
IMDB:nm0426059,莱恩·约翰逊,导演,3,False,0,0,
IMDB:nm0520488,菲尔·洛德,导演,1,False,0,0,
IMDB:nm0000600,萨姆·莱米,导演,3,False,0,0,
IMDB:nm0348181,詹姆斯·冈恩,导演,2,False,0,0,
IMDB:nm0574625,詹姆斯·麦克提格,导演,1,False,0,0,
IMDB:nm0000466,让-皮埃尔·热内,导演,1,False,0,0,
IMDB:nm0576987,费尔南多·梅雷莱斯,导演,1,False,0,0,
IMDB:nm0718646,贾森·雷特曼,导演,1,False,0,0,
IMDB:nm0001466,赛尔乔·莱昂内,导演,1,False,0,0,
IMDB:nm0504642,路易斯·莱特里尔,导演,2,False,0,0,
IMDB:nm3227090,达米恩·查泽雷,导演,2,False,0,0,
IMDB:nm0001565,迈克·纽维尔,导演,1,False,0,0,
IMDB:nm0000881,迈克尔·贝,导演,1,False,0,0,
IMDB:nm0213450,迪恩·戴布洛伊,导演,1,False,0,0,
IMDB:nm1512910,邓肯·琼斯,导演,1,False,0,0,
IMDB:nm0601781,里奇·摩尔,导演,1,False,0,0,
IMDB:nm0105169,阿什·布莱侬,导演,1,False,0,0,
IMDB:nm0000033,阿尔弗雷德·希区柯克,导演,2,False,0,0,
IMDB:nm2937122,阿德里安·莫利纳,导演,1,False,0,0,
IMDB:nm0190859,阿方索·卡隆,导演,2,False,0,0,
IMDB:nm1732981,马丁·麦克多纳,导演,1,False,0,0,
IMDB:nm0651706,马克·奥斯本,导演,1,False,0,0,
IMDB:nm0286975,马克·福斯特,导演,1,False,0,0,
IMDB:nm1989536,马克·韦布,导演,3,False,0,0,
IMDB:nm0716257,马特·里夫斯,导演,1,False,0,0,
IMDB:nm0893659,高尔·韦宾斯基,导演,3,False,0,0,
IMDB:nm0281508,鲁宾·费利沙,导演,2,False,0,0,
IMDB:nm1012501,鲁珀特·怀亚特,导演,1,False,0,0,
IMDB:nm2130108,鲍伯·培斯奇提,导演,1,False,0,0,
IMDB:nm0677037,鲍勃·彼德森,导演,1,False,0,0,
IMDB:nm0002031,麦可·寇蒂斯,导演,1,False,0,0,
IMDB:nm0000520,麦可·曼恩,导演,1,False,0,0,
