film_id,title,directors,actor_count,screenwriters,production_companies,genres,award_count,nomination_count,role_count,intro_chars,wikitext_chars,source_url
IMDB:tt1570728,疯狂愚蠢的爱,格勒恩·菲卡尔雅|约翰·里夸,10,丹·福吉尔曼,,喜剧|剧情|爱情,0,0,0,163,0,https://www.imdb.com/title/tt1570728/
IMDB:tt0112641,赌城风云,马丁·斯科塞斯,10,尼古拉斯·派勒吉|马丁·斯科塞斯,,犯罪|剧情,0,0,0,156,0,https://www.imdb.com/title/tt0112641/
IMDB:tt0181689,少数派报告,斯蒂芬·斯皮尔伯格,9,斯科特·弗兰克|琼·寇恩|菲利普·迪克,,动作|犯罪|悬疑,0,0,0,162,0,https://www.imdb.com/title/tt0181689/
IMDB:tt1022603,和莎莫的500天,马克·韦布,9,史葛．纽斯塔德|米高．H．韦伯,,喜剧|剧情|爱情,0,0,0,156,0,https://www.imdb.com/title/tt1022603/
IMDB:tt2310332,霍比特人3：五军之战,彼得·杰克逊,10,弗兰·威尔士|菲利帕·鲍恩斯|彼得·杰克逊|吉列尔莫·德尔托罗|J·R·R·托尔金,,冒险|奇幻,0,0,0,161,0,https://www.imdb.com/title/tt2310332/
IMDB:tt1250777,海扁王,马修·沃恩,10,简·戈德曼|马修·沃恩|马克·米勒|小约翰·罗米塔,,动作|喜剧|犯罪,0,0,0,157,0,https://www.imdb.com/title/tt1250777/
IMDB:tt0343818,机械公敌,亚历士·普罗亚斯,9,杰夫·温塔尔|阿奇瓦·高斯曼|艾萨克·阿西莫夫,,动作|悬疑|科幻,0,0,0,156,0,https://www.imdb.com/title/tt0343818/
IMDB:tt0258463,谍影重重,道格·李曼,10,托尼·吉尔罗伊|罗伯特·陆德伦,,动作|悬疑|惊悚,0,0,0,165,0,https://www.imdb.com/title/tt0258463/
IMDB:tt0290334,X战警2,布赖恩·辛格,10,塞克·潘|戴维·海特|布赖恩·辛格|麦可·道格堤|丹·哈里斯,,动作|科幻|惊悚,0,0,0,154,0,https://www.imdb.com/title/tt0290334/
IMDB:tt2713180,狂怒,大卫·阿耶,9,大卫·阿耶,,动作|剧情|战争,0,0,0,143,0,https://www.imdb.com/title/tt2713180/
IMDB:tt1270797,毒液：致命守护者,鲁宾·费利沙,9,杰夫·皮克纳|斯科特·罗森伯格|凯利·马西尔|托德·麦克法兰|大卫·米歇连尼,,动作|冒险|科幻,0,0,0,148,0,https://www.imdb.com/title/tt1270797/
IMDB:tt0409459,守望者,查克·史奈德,10,戴夫·吉本斯|戴维·海特|亚历克斯·谢,,动作|剧情|悬疑,0,0,0,159,0,https://www.imdb.com/title/tt0409459/
IMDB:tt5027774,三块广告牌,马丁·麦克多纳,8,马丁·麦克多纳,,喜剧|犯罪|剧情,0,0,0,154,0,https://www.imdb.com/title/tt5027774/
IMDB:tt1298650,加勒比海盗：惊涛怪浪,罗伯·马歇尔,10,泰德·艾略特|特里·鲁西奥|斯图尔特·贝亚蒂耶|杰·沃尔伯特|提姆·鲍尔斯,,动作|冒险|奇幻,0,0,0,175,0,https://www.imdb.com/title/tt1298650/
IMDB:tt1318514,猿人争霸战：猩凶革命,鲁珀特·怀亚特,8,里克·贾法|阿曼达·西尔弗|彼埃尔·布勒,,动作|剧情|科幻,0,0,0,148,0,https://www.imdb.com/title/tt1318514/
IMDB:tt0071853,巨蟒与圣杯,特里·吉列姆|特里·琼斯,9,格雷厄姆·查普曼|约翰·克里斯|埃里克·埃德尔|特里·吉列姆|特里·琼斯|迈克尔·帕林|托马斯·马洛礼,,冒险|喜剧|奇幻,0,0,0,154,0,https://www.imdb.com/title/tt0071853/
IMDB:tt1872181,蜘蛛人惊奇再起2：电光之战,马克·韦布,10,亚里克斯·库兹曼|罗伯托·奥奇|杰夫·皮克纳|詹姆斯·范德比尔特|斯坦·李|史蒂夫·迪特科,,动作|冒险|科幻,0,0,0,164,0,https://www.imdb.com/title/tt1872181/
IMDB:tt1659337,壁花少年,史蒂芬·切波斯基,9,史蒂芬·切波斯基,,剧情,0,0,0,147,0,https://www.imdb.com/title/tt1659337/
IMDB:tt0356910,史密斯夫妇,道格·李曼,9,西蒙·金伯格,,动作|喜剧|犯罪,0,0,0,146,0,https://www.imdb.com/title/tt0356910/
IMDB:tt6263850,死侍与金刚狼,肖恩·利维,10,瑞安·雷诺兹|雷特·瑞斯|保罗·沃尼克|赞伯·威尔斯|肖恩·利维|罗伯·莱菲尔德|法比安·尼谢萨|莱恩·韦恩|老约翰·罗密塔|贺伯特·林普|罗伊·托马斯|乔·西蒙|杰克·科比|弗兰克·米勒,,动作|冒险|喜剧,0,0,0,153,0,https://www.imdb.com/title/tt6263850/
IMDB:tt1483013,遗落战境,约瑟夫·柯金斯基,7,卡尔·加杜塞克|迈克尔·阿恩特|约瑟夫·柯金斯基,,动作|冒险|科幻,0,0,0,142,0,https://www.imdb.com/title/tt1483013/
IMDB:tt0441773,功夫熊猫,马克·奥斯本|约翰·韦恩·史蒂文森,10,乔纳森·阿贝尔|格伦·伯杰|伊森·瑞弗,,动作|冒险|动画,0,0,0,151,0,https://www.imdb.com/title/tt0441773/
IMDB:tt0095953,雨人,巴瑞·李文森,8,巴里·莫罗|罗纳德·巴斯,,剧情,0,0,0,139,0,https://www.imdb.com/title/tt0095953/
IMDB:tt0945513,源代码,邓肯·琼斯,10,班·李普利,,动作|剧情|悬疑,0,0,0,153,0,https://www.imdb.com/title/tt0945513/
IMDB:tt1950186,极速车王,詹姆斯·曼高德,10,杰兹·巴特沃思|约翰·亨利·巴特沃思|贾森·凯勒,,动作|传记|剧情,0,0,0,157,0,https://www.imdb.com/title/tt1950186/
IMDB:tt1411697,宿醉2,陶德·菲利普斯,10,克雷格·马津|斯科特·阿姆斯特朗|陶德·菲利普斯|乔恩·卢卡斯|斯考特·摩尔,,喜剧,0,0,0,139,0,https://www.imdb.com/title/tt1411697/
IMDB:tt2872732,超体,吕克·贝松,8,吕克·贝松,,动作|科幻|惊悚,0,0,0,139,0,https://www.imdb.com/title/tt2872732/
IMDB:tt0314331,真爱至上,理查德·柯蒂斯,9,理查德·柯蒂斯,,喜剧|剧情|爱情,0,0,0,143,0,https://www.imdb.com/title/tt0314331/
IMDB:tt0242653,黑客帝国3：矩阵革命,拉娜·沃卓斯基|莉莉·沃卓斯基,7,莉莉·沃卓斯基|拉娜·沃卓斯基,,动作|科幻,0,0,0,146,0,https://www.imdb.com/title/tt0242653/
IMDB:tt0376994,X战警3：背水一战,布雷特·拉特纳,10,西蒙·金伯格|塞克·潘,,动作|冒险|科幻,0,0,0,161,0,https://www.imdb.com/title/tt0376994/
IMDB:tt4425200,疾速追杀2,卓·史达赫斯基,9,德瑞克·柯斯达,,动作|犯罪|惊悚,0,0,0,161,0,https://www.imdb.com/title/tt4425200/
IMDB:tt0367594,查理和巧克力工厂,蒂姆·伯顿,10,罗尔德·达尔|约翰·奥古斯特,,冒险|喜剧|家庭,0,0,0,157,0,https://www.imdb.com/title/tt0367594/
IMDB:tt0800080,无敌浩克,路易斯·莱特里尔,9,塞克·潘|斯坦·李|杰克·科比,,动作|科幻,0,0,0,143,0,https://www.imdb.com/title/tt0800080/
IMDB:tt2179136,美国狙击手,克林特·伊斯特伍德,4,杰森·霍尔|克里斯多夫·斯考特·凯尔,,动作|传记|剧情,0,0,0,115,0,https://www.imdb.com/title/tt2179136/
IMDB:tt0467406,朱诺,贾森·雷特曼,9,迪亚布罗·科蒂,,喜剧|剧情,0,0,0,139,0,https://www.imdb.com/title/tt0467406/
IMDB:tt0458525,金刚狼,加文·胡德,10,大卫·贝尼奥夫|史基普·伍兹,,动作|科幻,0,0,0,150,0,https://www.imdb.com/title/tt0458525/
IMDB:tt0047396,后窗,阿尔弗雷德·希区柯克,6,约翰·迈克尔·海耶斯|康奈尔·伍里奇,,剧情|悬疑|惊悚,0,0,0,128,0,https://www.imdb.com/title/tt0047396/
IMDB:tt0087469,夺宝奇兵2,斯蒂芬·斯皮尔伯格,9,威拉德·赫依克|格洛丽亚·卡兹|乔治·卢卡斯,,动作|冒险,0,0,0,134,0,https://www.imdb.com/title/tt0087469/
IMDB:tt0425112,热血警探,埃德加·赖特,9,埃德加·赖特|西蒙·佩吉,,动作|喜剧|悬疑,0,0,0,142,0,https://www.imdb.com/title/tt0425112/
IMDB:tt0268380,冰川时代,克里斯·韦奇|卡洛斯·沙尔丹哈,10,麦可·J·威森|麦可·伯格|彼得·阿克曼|米克·霍美亚|盖伦·T·楚,,冒险|动画|喜剧,0,0,0,164,0,https://www.imdb.com/title/tt0268380/
